ag;name
4;Стол для размещения станций
5;А-163. Насос А1 3В 16/25-20/25 с эл. двиг.АИР180S2
11;НАСОС 2,5ЦС-5 с электродвигателем КО-11-2Щ2,
10;Корпус 1165/2 Градирни трехсекционные капельные
3;"Хроматограф ""Хроматэк Кристалл 5000"" исп1 Вар-4"
1;Теплообменник испарения Т-305
2;Сервер Rack ProLiant DL 380
1;Радиостанция MOTOROLA Р040(is) взрывобез.MDH34KDC
3;Узел подачи пропилена к.1171
1;Телефонный аппарат Meridian M3904
9;ФУНДАМЕНТ ПОД БЛОК РАЗДЕЛЕНИЯ 424Д
9;ТРУБОПРОВОД
9;Испарител И-503 МАУ-3
7;Датчик дифференциального давления Yokogawa EJA110A
11;НАСОС ЦЕНТРОБЕЖНЫЙ С ЭЛ.ДВ.
9;Модуль МПТХ 65-100-50
10;Полимеризатор техн. №32/3-8бат.
2;Система контроля загазованности в помещ.корп.117
3;Радиостанция носимая IC-F30GT-IS_41 в комплекте с
1;Фильтр Ф-101/1
8;ТРАНФОРМАТОР СИЛОВОЙ  ЕК -5,16
4;Аппарат для приготовл.чая
8;СИЛОВОЙ ТРАНСФОРМАТОР
2;ИБП APC SMART-UPS RT 2000VA RM 230V
12;Расходомер Yokogawa digitalYEWFLO DY050-EBLBD2-2D/
7;Трансформаторная подстанция КТПН 742-1
5;усреднитель 300 м.куб.
9;Вертолетная площадка 791
7;Факел ТИТ.6007
8;ОВД поз.В-401
5;Теплозащитное укрытие №5 ЭП-300
8;Шкаф для инструмента чер.93.764.00.00СБ
5;Шкаф управления ШУН 1800х600х450
8;Перевод стрелочный №4 к пути №26р п/м 56
8;Гараж для снегохода 635
6;СТАНОК ЭФКО ФЛМ-1000
7;Станок токарный ДИП-300 зав.№ 5953
1;Насос Н-2А
2;Калибратор Yokogawa CA 150/R в комплекте
6;Тележка для инструментов
11;МОСТ Р - 5026
4;АППАРАТ СВАРОЧНЫЙ ПОСТОЯННОГО ТОКА ФОРСАЖ 315М 683
1;кипятильник Е-720 к-с 1202
7;Механический ф-тр № 1 с обвязкой т\сеть
11;НАСОС 2 АЦС 3*2 С ЭЛ.ДВИГАТЕЛЕМ КОМ 31-2
4;Стул офисный ISO
10;Зд.116 Админист.-бытовой корпус
7;Комплектная трансформаторная подстанция (КТП)
6;Система автоматической пожарной сигнализации к.61
12;Насос АХ -160/49-Н-СД Н-58/1
12;Земельный участок пл. 644 кв.м Кузовл.тр.д.2
2;Портативный компьютер Ноутбук в комп. инв. № 10269
5;Ремиконт Р-130 зав.N 12042
5;Щит ЩСУ-1
1;Вентагрегат а/вентилятор Ц4-70-12.5
7;Машина 2х позиционная размоточная
8;Здание проходной (пост №2)
12;МТ100Р-12233-01-0,5-,5мПа-42-У(-50+80оС
8;КАМЕРА КСО-285.
9;Фазный разделитель Р-501 МАУ-3
12;Пневмопривод ПЗ-100-16-04.1.1
9;Бак загрязнённого конденсата № 2 с обвязкой, к\о
2;Компьютер НР dc5800MT C2D РЕ2200/1024/160,0
2;Насос центробежный НПД-1
5;Трансформатор напряжения НАМИ-10кВ
5;Портативная взрывозащищенная (ATEX) радиостанция M
5;"503;504 ""Ввнутриплощадочные сети связи и сигн СОП"
1;Шкаф металлический для рабочей одежды
9;Корпус 1200
8;Стрелочный первод №2 - основная площадка
12;Запально-сигнальное устройство ЗСУ-ПИ-45-01
2;Коммутатор Cisco C2960R+48PST-L 176041
11;СТОЛ ХИМИЧЕСКИЙ ЛАБОРАТОРНЫЙ
12;Емкость Е-30 А
3;ЛИНИЯ ФОРМОВКИ И УПАК.К-КА ALTA ТЕХ.№5,6
8;Подъездная дорога 2 700 м2
8;БАТАРЕЯ КОНДЕНСАТОРНАЯ
12;Насос суспензионный  2-Н-301А
3;Виброколлектор STD-510 с ПО ВЭ
3;Калибратор многофункциональный TRX-II-R-IS
1;Пульт громкой связи DIS (24 кл)
12;Шкаф силовой 3- ШУ1.1(3- ШУ1.2) (600*2200*400мм) к
8;КОНДЕНСАТОРНАЯ УСТАНОВКА
12;Индикатор уровня KROHNE BM26A/C/RR/B/MS15/EXI/300m
4;Шкаф сушильный BINDER RF 53
2;Микрошприц SGE-Chromatec eVol XR (214.2.835.002)
2;Насос G-19
1;Щит QS
11;Хроматограф ЛХМ-8МД мод.-3
5;блок БПС-90 К
9;Рессивер V -20 м3 поз.20
9;Рессивер V -20 м3 поз.18
4;КЛАПАН SAMSON LTR ДУ200 РУ16 KVS1530 НЗ
6;Узел для фильтрации оборотного водоснабжения
12;Электроточило ИЭ 9701-УХЛ4
6;Линия связи здание 435 - здание 428
7;ТРАНСФОРМАТОРЫ СИЛОВЫЕ НА  ГПП-1
12;Насос рецикла колонны ПЭБ Н-77/1
2;АРМ Блок Lenovo ThinkCentre M710q (514615)
11;Охладитель конденсата производства ТКЗ-400
2;БЛОК БАЗИС-35.У-10
10;ЗДАНИЕ ПРОИЗВОДСТВЕННОГО ЦЕХА
12;Земельный участок пл.96 кв.м ЛЭП 6 кВ (К-4)
8;Сепаратор центробежный вертикальный СЦВ-7-325 поз.
3;Генератор водорода 25.600 осч
1;Ленточный конвейер Q=1400 м/ч Т-149
9;корпус 1229-административно-бытовой
3;Анализатор взвешенных веществ оптический ДИВ-3М
9;Резервуар Д-20А № 101123
6;Водо-водяной подогреватель ВВП-14
3;ПРЕОБРАЗОВ.EJA110A-EHS5A-29DC/KS2/QR
2;Компьютер НР dc5800MT C2D РЕ2200/1024/160,0
2;Оборудование КИПиА емкости Е101/10
2;Шкаф ШСАУс К1-Ф-В22,0-К2 (1116357д)
2;Ноутбук Lenovo X280 20KES4WS00
9;Резервуар Д88
5;Уровнемер ЦДУ 12323-058 DN 80 поз.24920
6;Нежилое помещение-часть №1 строения, блок-бокс вах
7;Здание блока ТДА
9;Резервуар изотермический для хранения
6;Пожарная сигнализация и оповещение людей о пожаре
7;Токарно-винторезный 6434 хичкон-5
4;Диван Oleron 29000 3р/010501053/приемная
1;Ящик для ветоши
10;Факельное хозяйство
8;Шкаф для хранения баллонов
2;Компьютер HP Compaq Pentium Dual Core 1.8
10;Корпус 1105 Компрессорная с тепляком
6;Ливневая канализация (вид сетей К-2)
1;Компрессор центробежный К-55-61-1 А-201
3;Компьютер персональный ABIT Celeron 633
11;ХОЛОДИЛЬНИК АПШЕРОН
7;Преобразователь Endress+Hauser поз. PITX22019
4;202/3 31 Насос GSP3_2_15(40,бар)(301)
4;Сварочный полуавтомат СП-3
2;Стац.газоизмер.головка PolytronIRType340
9;Фильтр очистки газа Ф-201/1. Наружный двор компрес
6;Автодороги к ТСБГ-2
6;ШКАФЫ РАЗДЕВАЛЬНЫЕ МЕТАЛЛИЧЕСКИЕ ИНВ №96123
3;Клапан Masoneilan Camflex 35 поз.HSA1-32/703
4;"Аккумуляторная батарея EXIDE A600 60Pz V600 (2V; 6"
5;Станок консольный вертикально-фрезерный ВМ127М
10;Аппаратная товарного парка
1;Насос G-958
8;Силовой распределительный щит состоящий из 3-х
7;Емкость Е-401/3
3;"Контрольно-испытательное устройство ""ПКП-60"""
9;ТРУБОПРОВОД ХИМИЧЕСКИЙ ЗАГРЯЗНЕННОЙ
2;АСУТП УКГ-2. Принтер лазерный монохромной печати H
8;Склад №1
3;Нассос центробежный моноблочный
8;АВО 300.3 АЕ-1/2 АВГ БМ-20-10,0-Б1/6-2-12 УХЛ1 с с
4;Радиатор масл. ЭЛЕКТА 2807 7 сек. кор.411 ц 402
10;Эстакада от опоры N1408 ввод в цех NДК-1
9;В аренде Спеццист КАБЕЛЬ ТЕЛЕФОННЫЙ ТПП-50-10х2х04
11;"Хроматограф ""Цвет-101"""
7;Датчик уровня ЦДУ-01/12423-031 Ду100 Ру40 500 мм,
3;Теплообменник Т-112/3
11;Сигнализатор СВК-3м-1
4;Электродвигатель 11 квт 4АМ 1609-6
10;ЧАСТЬ ПРОИЗВОДСТВЕННАЯ Ц №24
10;Корпус 1029 Склад хранения изотопа
4;Стул офисный
7;Клапан Masoneilan 88-21715-EB Ду50 Ру40 IV Cv15 НЗ
5;Кипятильник ТТ-108А/В
2;Система контроля загазованности в корпусе 113
1;Телефонный аппарат Meridian M3904
4;Комплект на базе дефектоскопа УД2-70 (6 преобразов
11;СТАНОК ИНСТРУМЕНТАЛЬНЫЙ УНИВЕРСАЛЬНО-ФРЕЗЕРНЫЙ
9;КАБЕЛЬ ТЕЛЕФОННЫЙ ТПП-50-10х2х04 ИЗ АСБОЦЕМЕНТНЫХ
6;Шкаф КИП
7;Клапан Masoneilan Camflex 35-35222 Ду100 Ру40 VI C
1;Радиостанция MOTOROLA Р 040(is) зав.№ 422HEG1895
1;Бункер V=1м3
8;Ограждение территории(титул 14)
1;Секторный питатель РД-118
4;Погрузчик TOYOTA модель 62-8FD30
3;Расходомер OPTIMASS 1300 Ду40 Ру40
3;КОНДИЦИОНЕР DANTEX RK-09SDM2
12;Насос суспензионный  2-Н-301Б
2;Анализатор водорода портативный АВП-02ГМ
12;Насос 1-Н-201Б циркуляционный
9;В аренде Спеццист КАБЕЛЬ ТЕЛЕФОННЫЙ ТПП-50-10х2х04
5;Панель ПАС 01 УАС 1200
3;Принтер HP Laser Jet 1320 (А4,1200 dpi,21ppm,USB)
9;Сепаратор С-104 (НОиО) 16м3
11;ТОКАР.ВИНТОРЕЗ.СТАНОК
1;Компрессор 5СЗГП-201 к-с 1241-а
8;УСТАНОВКА ОБЕЗЖЕЛЕЗ. ПЛ.36 КВ.М.
11;Электрогидравлическая установка ИСКРА ОТТ
4;ТРУБОПРОВОД подачи ингибированного стирола из отде
9;Корпус 1177 Трехсекционная вентиляторная градирн
8;АВО 300.3 АЕ-1/5 АВГ БМ-20-10,0-Б1/6-2-12 УХЛ1 с с
2;Накопитель сетевой в комплекте Synology (Rack 2U)
7;Главная понизительная подстанция-2-110(6кв) 2 очер
3;Кондиционер Mitsubishi Heavy FDEN 100VNV
2;ПРИБОР ПАС-05-4AV-A830
5;Таплообменник 500 ТП-25-М12
6;ЛОВУШКА D - 273 ММ
12;Щит ЩУ-250(рубил-к250а,счетчик,трансфор.
7;Теплообменник тех.№ 445/3
5;Дрель-шуруповерт аккумуляторная Bosch GSR 36
6;Шкаф учета НКУ Freecon СТ-380/5 (ШУ21) черт. 34522
4;дыхательный аппарат ПТС Базис-168Е с баллоном
8;Подстанция №22
6;Холодильник горячего масла поз. Е-123, корпус 1201
8;Шкаф для хранения реактивов LSS SAFETYBOX KEMFIRE
9;Фильтр V=0,7 м3 № 5. Блок подготовки топливного га
5;Воздухоотводчик авт с отс.кран DN150
2;Расходомер Endress+Hauser Prowirl 72F (72F80-SF1AA
8;ЩИТ СТАНЦИИ УПРАВЛЕНИЯ
6;ЭЛЕКТРОННОЕ ТАБЛО NCS-TXO
3;Принтер HP LaserJet 1100 с кабелем
5;Вентилятор ВКРМ №6,3
8;Шкаф для инструмента чер.93.764.00.00СБ
10;Проходная (корпус 420)
7;КОЛЛЕКТОР НАПОРНЫЙ ИНВ.№2305
5;Пост охраны 2,5_6 на ХКЦ
6;Кипятильник техн.№108а
8;Шкаф для инструмента чер.93.764.00.00СБ
4;КЛАПАН 35-35212 ДУ250 ANSI300 CV1300 НЗ
6;Шкаф Hyperline TWFS-1545-GP-RAL9004
4;Головка измерительная Draeger Polytron FX (арт. 45
1;Ячейка КРУ
4;Стол письм.левый 160*110Е76/ольха/к.1001 каб.201
10;Корпус 1183 Пост охраны
4;Стол рабочий Р6012, бук
8;Железнодорожный путь №41
7;Аппаратура удаленного доступа к сети Интернет
6;Вентилятор ВЦ4-70 № 12.5Л 18,5 квт 735
5;Градирня трехсекционная пленочная корпус 1159/8
9;Бак исходной воды с обвязкой п.к. II
11;УСТАНОВКА У-300 (ЛАБОРАТОРИЯ)
5;Датчик дифференцированного давления EJA110A-DMS2A-
3;Хроматограф газовый ABB PGC5000.
12;Холодильный шкаф шхк-0,7-0,7
8;КАМЕРА КСО -2У М
5;Деэтанизатор ГБ316.13.000 К-402
6;Теплообменник 1000ИТН-I-1.0-1.0-М1/38-2-1
9;Емкость ГЭЭ1-1-50-0.6 к.402
5;Клапан 35-35122 DN50 PN40 поз.FSV 1-F8029
2;Прибор измер.точки росы Donaldson UDM
1;Холодильник Т-227
5;Насос центробежный,герметичный БЭН-444 Н-8/1
2;Ноутбук Lenovo X280 20KES4WS00 543059
11;КОРПУС 39
3;Радиостанция Motorola DP4801Ex SN:627TUK1029
2;ГОЛОВКА ИЗ.POLYTRON 2 XP EX
12;Котел ГМ-50-14
1;Сигнализатор СТМ-2п
5;Клапан отсечной LTR 43 DN100 PN25 c электроприводо
3;БЛОК ВНЕШНИЙ RK-24SDM2E
1;Лестница 7612 3х12 3,45/5,45/8,55м
7;КАБЕЛЬ
3;реактор бетонный ДГ-10-2500 Т-2 фаза С напряж.боле
5;Приточная система П5
6;Комплекс АДК100-ЖДВГ ХЛ1 поз.НУ-25
3;Радиостанция ТАКТ-302 П45_31 (ATEX) ТАСЕ.464512.00
10;Корпус 1003 Здание узла связи
11;КОЛОДЦЫ ПОД ПОЖАРНЫЕ ГИДРАНТЫ С АРМАТУРОЙ
11;Хромотограф АХМ-8МД
12;Вентилятор ВЦ4-75 №2,5 с эл.д.№ 0,37
7;МОДУЛЬ ХРАНЕНИЯ ТМЦ
12;Щит ЩР1
11;Ячейка КРУ 2-0612
3;Кондиционер Mitsubishi Heavy FDEN 100VNV
9;Резервуар Д-20S
5;Метран 100-Ех-ДД инв. № 6868
3;Коммутатор 8-port Cisco 2950 LRE
3;РАС.RCCS36-M05D4SL/KS1/BG/DN/GA/PS/QR
6;Сооружение связи, высота 100 м (37 км автодороги Н
8;КАМЕРА КСО -2У М
6;Газосепаратор сетчатый ГС-1,6-2000-2-И
11;Хромотограф АХМ-8МД
7;Блок-контейнер РЛТ-ПКУ-ТМ КУ № 18 продуктопровода
11;Датчик давления EJA110A-DMS2A-27DC
4;"Прибор ""Сапфир"" 22 МТ2120"
9;Пожарный резервуар (титул 09-1)
8;КАМЕРА
2;"Теплообменник 800ТКГ-10М8-Н/20-3-4 ""Б"""
5;Ячейки КРУ
12;Шкаф вытяж.модул.цельномет(столеш.-KS 12)с водой,
11;ЕМКОСТЬ ПОДЗЕМНАЯ
4;ТРУБОПРОВОД ПАРОПРОВОДА ОТ КОЛОННЫ 282 ДО
4;"Стул ""Форма"""
9;Нежилое помещение №П4
7;Емкость РВС-200-1 (Е 29)
7;Клапан Masoneilan Varipak 27-28132 Ду25 Ру40 IV Cv
11;НАСОС НК-200/120 тех №67/1 №40422
11;Сигнализация охранная участка территории завода,
12;Емкость Е-105/2
12;Оборуд.КИП-контрольный клап.
6;ТЕПЛООБМЕННИК   ТЕХН.№118/1
6;E-232C -холодильник промывной воды тит. 1201Б
4;Шкаф холодильный ШХ-1.12
5;Уровнемер FX81.RCATBDHXADXX поз.LT2036
1;Ячейка КРУ
6;КОНВЕЙЕР ЛЕНТОЧНЫЙ
5;Резервуар вертик. стальн. для приема и хран. стиро
12;Шкаф ВО распределительный ШКО-19-ST-8
4;Виброметр ВМ-7101 (в комплекте датчик АР-40 магнит
6;Теплообменник технол. № 14/2
2;Титратор автоматический METTLER TOLEDO V20
4;Стол письменный СТ-16 к.805 зд.1001
5;Пост.кноп. ПКУ 15-21-131 (242189), силовое электро
4;Эстакада для осмотра автомобилей (у въездных ворот
4;Аудиометр автоматизированный АА-02
7;Клапан Masoneilan Camflex 35-35222 Ду50 Ру40 VI Cv
9;"К-с 1209-гл.пониж.подстанция 110/10-6кв;"
11;ВОРОТА ДЛЯ Ж/Д ТР.
3;Телефонный аппарат М3904
12;"Прибор ""Сапфир"" 2440"
10;Блок дожига кислых газов
4;Стул ИЗО
8;Жилое помещение-квартира № 10 в доме № ВЧП-26, мик
12;Емкость Е-706
7;Подстанц блочно-модульная комп.трансфор.№1
9;Блок аэротенов
4;ТРУБОПРОВОД ТЕПЛОСНАБЖЕНИЯ -ВОДА ОБРАТНАЯ ОТ
9;Модуль МПТХ 65-100-50
12;Электродвигатель 4 АМ 250С2 75 квт
6;НАСОС  ТЕХН. № 99 Ф/2
8;Сепаратор приемный С-103
6;Фильтр для очистки газа Ф-203/1 ( НОиО)
9;Наружное освещение и молниезащита
11;Калибратор-тестор эл.сигналов MLCR зав.N 002274
1;Комбинированное устройство ST IMA COLUMBIA
2;Источник бесперебойного питания GXT3 3000VA
5;Расходомер ЭМИС-МАСС 260-Ex-050 228309 поз.FT40323
3;Преобразователь давления WIKA CPT6400 (0-2500 бар)
4;Стул ИЗО к/з
11;РЕЗЕРВУАР ПОДЗЕМН
11;Рессивер емк.125 м3 зав.N 52084
6;Метран 100-ВН-ДИ-1161- Т12-050-10мпа
3;Принтер HP LaserJet 2420DN (A4)
1;Компрессор К-104
3;Датчик EJX530A-EBS7N-019DN/CS1/N4/QR
8;Блок-бокс аппаратной ПРС 660
6;Порты АТС Eltex MC-240 в кол-во 200шт.
4;Стол компьютерн.
9;Емкость азота Е-601/1
8;СИЛОВОЙ ШКАФ ТМЭ- 1- КП- В-21
3;Датчик перепада давления EJA110A-ELS4A-29DC(KS2)
11;СТАНОК СВЕРИЛЬН.
12;Щит 1ЩСУ из 15 панелей
6;КОНДЕНСАТОР ЗМЕЕВИКОВЫЙ  тех№36-2
1;Насос Н-306/2 инв. № 6215
7;Комплектная трансформаторная подстанция (КТП)
8;Фильтр осушенного газа Ф-402/2
1;Кран-балка г/п 2 тн рп-2 1757-В к.371
7;"Блочно модульное здание ""Гараж для бурана Каллипсо"
4;КЛАПАН КМР 101 С 100 200 Л НЗ У А/Ш
12;Система хранения данных EMC DD2500-7X3TB (DD2500-2
5;Na-катионитовый фильтр II ступени ф.II-2-6
2;Заземляющие ножи ЗОН -110
1;Насос НК12/40 Н-42 Д
11;МАШИНА РАЗРЫВНАЯ МР05
2;Клапан Samson DKV,DN80,PN40(DS-801)
11;Насос центробежный #50 тип АХ45/31 с эл.двиг.
9;Модуль МПТХ 65-100-50
8;Здание вспомогательно хозяйственного назначения
3;Рация PD715Ex с/н 18607А0132 +выносной микрофон
2;АСУТП УКГ-2. Монитор жидкокристаллический широкоэк
4;Сосуд приемный БД9-3511 (210478), RV04
10;Емкость ЕП 20-2040-1-2 ОСТ 26-02-2060-79
12;Насос KSB Multitec V 65/7-5.1 22.81 эл/дв 75 кВт 2
2;Блок БАЗИС-12.3РС-0-6а-2-М-ГП 452313
1;Стол
4;"Стеллаж ""Кадет"" G10 к 432"
7;Механизм подъема валов ЮКЛ-0784000
7;Компрессорная № 2
4;Регулятор КР-530021
5;Б-225.Испоритель пропана
9;Вертолетная площадка 714
10;Блок фильтров ХВО
2;Сеть передачи данных Корпуса 1158
1;Шкаф 2-дверный низкий
5;Емкость Е-5
11;Ячейка КРУ КВЭ
10;Внутриплощадочный технологический трубопровод СШФ-
3;Насос МНШВ 25-6,3 инв. № 6250
2;Ноутбук HP ProBoor 4510s T7370 2.00GHz
6;Весы платформенные CAPXS-4-1500RP-NCE c терминалом
4;Установка автоматического пожаротушения Корпуса 10
8;"Газопровод перемычка ""Тюменская КС-БГПЗ"" - ""КС-3 В"
10;емкость Е-210
3;Система резервного копирования ЕМС Data Domain
4;Клапан ф15 PУ-40 FV1409,FV1417
7;Станок универсально-шлиф.ЗМ174 495 №103
8;КОНДЕНСАТОРНАЯ УСТАНОВКА
5;Монтаж пластинчатого теплообменника Т-304/4 на НТК
11;"НАСОС ""ХАЛЬБЕРГ"" тех.№20-8"
11;БАЛАНС.-ИЗМЕР.ПР.АК1
8;Обгонныйж/д путь № 7
3;"Монитор 19"" Samsung 920T SUSQ сер.№ 401207"
7;Площадка аварийная  складирования сухого осадка
11;МАШИНА  ВЫРЕЗНАЯ
8;Контейнер для мусора 3 шт
4;Агрегат передвижной фильтровентил.ЕМК-1600с/SP с
1;Рампа КГ-6860 зав.N 103
12;Кассовый терминал в сборе
1;Стол компьютерный 90х73х76/груша
11;НАСОС 2АЦСЗх3, резервный
5;Вентилятор осевой В-06-300-63 к П-6
8;КАМЕРА КСО -2У М
12;Экономайзер БВЭС
11;Хроматограф ЛХМ-80
3;Машинка аккумуляторная ручная 1 ШТ
10;Зд.1133 Отделение мойки тары
10;Кабельная эстакада 839
8;Перевод стрелочный №19 к пути №18 п\м 56.
3;Станок токарно-винтовой МК 6058МГ с компл. люнетов
9;СТАНЦИЯ НАСОСНАЯ СЫРОГО ОСАДКА
4;Аппарат телефонный взрывобез.EXRESISTTEL
7;Станок вертикально-фрезеный 6Т13Ф20 1 №4
8;КАМЕРА С ВЫКЛЮЧАТЕЛЕМ ВНГ-113, РАЗЪЕДИНИТЕЛЕМ РВ-6
8;Шкаф для хранения реактивов LSS SAFETYBOX KEMFIRE
10;здание: Материальный склад
1;Насос ГНОМ 25*20
6;ЗАДВИЖКА СТ. ИМП. С ФЛ. Ф 300
8;Перевод стрелочный №16 к пути №13 п/м 72
11;Носимые радиостанции с зарядным устройством
10;Резервуар Р-9 V-400м3 к.701
9;Резервуар емк. 20000 м3 N 1 пр
9;ЗДАНИЕ КОРПУСА УПРАВЛЕНИЯ ДК-5В
8;ПОДСТАНЦИЯ 2КТП 1000 С КАМЕРАМИ КСО-272
8;Оборудование Yokogawa КТС АСУ ТП установки по прои
8;Хранилище для газовых баллонов ХГБ-02 (2100х2100х1
2;Ноутбук HPcpg2510p: U7600-1.2GHz/2GB/100GB/DVDRW/1
4;Кондуктометр S70-K Se3ven Muiti
6;Контейнер Д1 V = 100 л
5;Сепаратор разд.газа поз. E-204 M Монс.
3;УРОВНЕМЕР VEGAFLEX81.ACEDFIHXAMAX L
9;Бак дем.воды
2;Устройство Xerox VersaLink B7025
1;Фильтр ФС-2-80-16 поз.Н-17
3;Пожарная машина ЗИЛ 433114 К712СС
4;Анализатор кислорода и горючих компонентов
10;Сосуд-Емкость Е-6 V-200м3
1;Гидростанция VTM ADG 17-3
6;Выпрямительная установка 216В/20А
11;ИСТОЧНИК ПИТАНИЯ Б5-4517 №1392
6;РЕАКТОР ЧУГУННЫЙ ЭМАЛИРОВАННЫЙ 3200Л.
6;Склад для лакокрасочных материалов размером 30кв.м
10;АВТОДОРОГА к цеху 45-46 , склад контейнеров до 24
6;НАСОС ЦНСГ 60-198 тех №302/6
3;ДатчикEJX110A-EMS5G-919DD/CS1/N4/QR
2;Мешалка шламовая М-123 Т.6002
5;Внешний байпасный кабинет для NXe10 к.311
9;ВНЕШНИЕ СЕТИ КАНАЛИЗАЦИИ
8;Дизельная электростанция (БГПЗ)
8;Склад-контейнер для хранения ЗИП
11;Сигнализатор СВК-3м-1
8;"АТС ""Меридиан"""
12;Клапан У 96563-100-06
12;Емкость Е-305
12;Шкаф распред. КТП 630Д №517
10;РМЦ
5;Кнопка КУ-91 FХО (240240)
7;Внутриплощадочные автопроезды ЦПУ. КС-3
12;Аппарат рентгеновский постоянного потенциала МАРТ-
3;Насос Grundfos GR3-13 A-FGJ-A-E-HQQE 3м3/ч, 60 м.в
6;Контейнер Д1 V = 100 л
10;"Строение ""Пропановое холодильное отделение """
8;Картотека VALBERG FRF 4K-CK 559_811_1464 мм
3;Бюретка BRAND Titrette 50 мл
11;СТАНОК СВЕРЛИЛЬНЫЙ
7;Датчик уровня цифровой буйковый 12323-058 поз.LT24
8;КАМЕРА ОТХОДЯЩЕЙ ЛИНИИ КСО-23М.
1;Горизонтальный цельно-свар.аппарат
3;Радиостанция Motorola GM 300 мобильная
11;КОМПРЕССОР 2А-1400-7
1;Тумба Р6520, бук
12;Колонна К-002
7;Клапан Masoneilan Camflex 35-35222 Ду25 Ру40 VI Cv
12;Производственное здание тит. 573
3;ПРЕОБР.EJX530A-EBS7N-017DN/KS21/N4/D4
5;Прибор Сапфир 22-ДУ-Ех-2620-02-У2-0.5-4м
1;Уср-во для гидр.масла Р-4А
3;Комплект портативного терминала TETRA с номеронаби
9;Фильтр Ф-204/1 черт. А.101.00.000B0
7;Датчик уровня ЦДУ-01/12423-031 Ду100 Ру40 1600 мм,
7;прибор Сапфир С 22р-Ду-Ех-2620-02-У2(-30+50)-
5;Двухпозиционный клапан (двухстворчатый) DN200 150
5;Расходомер MDMAG AXF 025C
4;"Кресло ""Браво"" к.1001 ООС к.102"
5;Подъездная автодорога к кран. узлу на 39 км. Маг.
9;Рессивер V -20 м3 поз.20
2;Терминал видеоконференцсвязи VSX 7000S
8;ТРАНСФОРМАТОР ТНЗП К АГРЕГАТУ ЛК-8
1;Сейф
3;Радиостанция Motorola DP4401Ex (MDH56QCC9LA3_N)
8;Сейф Diplomat JH-080
8;Пункт обогрева на 620 км.
12;Пневмопривод ПЗ-100-16-04.1.1
12;Блок высоковольт. ВВ-4-630/6 №1081
11;ШКАФ ДЛЯ ОДЕЖДЫ ИНВ №99840
6;"Дозиметр гамма-излучения ДКГ-03Д (""Грач"")(Радэкс)"
4;Чайник Scarlet SC1021
6;Насос шестеренный Н-301/2 тип НМШ 2-40-1,6/16Б
8;Подъездной ж/д путь №15 от стрел.перевода №422 до
5;Клапан Masoneilan Varipak 28-28112 Ду25 Ру40 IV Cv
7;Внутриплощадочные автопроезды азотной станции. КС-
7;Трансформаторная подстанция КТПН 603
4;Выпрямитель сварочный ВД-306М зав.№ 3421
5;Расходомер массовый мод.RCCT36-DH1A05D4SL/KF2/BG/D
6;Локальная информационная сеть L-100м
9;Система пожаротушения автоматическая на базе пожар
11;Трансформатор силовой зав.№ 8878
10;Корпус 1139. Центральная заводская лаборатория
4;Топ ЛТ 181 к.1001 каб.205
3;Анализатор pH-метр Endress+Hauser 965043
9;Парк сжиженных углеводородных газов (титул 01-1)
9;Устройство распределительное РУ 50-150
1;Ячейка КРУ
1;Тумба
1;Шкаф пожарный ШПК-310 НЗК
10;Эстакада кранового узла . КУ 96 км.
7;Кран подвесной ручной КПР-3,2-5,1-4,5 II Gb с IICT
7;Узел разогрева ЮФКЛ-0500000
6;ТРАНСПОРТЕР ЛЕНТОЧНЫЙ
1;Контейнер с комплектом заглушек и кожухов
4;Стол приставной к.1001 каб.402
11;ОБЪЕКТ ГО(защитно-герметичный клапан)
7;Технологические трубопроводы котельной ТХЗ
4;ПРОМПРОТИВОПОЖАРНЫЙ ВОДОПРОВОД К ЦЕХУ 127
3;Радиостанция Motorola DP4401Ex (MDH56QCC9LA3_N)
8;Подъездная дорога
4;Насос 4ЦГ 50/80К-22-5    тех №86/2
11;ШКАФ ДЛЯ ОДЕЖДЫ ИНВ № 99841
6;Блок БПНС-2
7;Клапан Masoneilan Camflex 35-35222 Ду50 Ру40 VI Cv
2;Экран межсетевой Cisco ASA 5508-X with FirePOWER
5;Рег.трубопр. арматура 27-28132 DN 25 поз.TV11761
2;Емкость E-76/1/2(2шт)
11;Насос АЦС 3х2 техн.№104в
3;Датчик EJX110A-ELH5G-919DD/CS1/N4/QR
6;F-556-емкость воды вытеснения тит. 1202
3;ДАТЧИК EJX530A-EBS8N-019DL/KS21/N4/D4
1;Резервуар Р-3А/В комплект
8;Аппарат воздушного охлаждения 13АЕ-2/3 с системой
1;Насос Н-70/2
10;Контейнер для распредшкафов
6;Аппарат погрузочный АП-0,5к
5;ШКАФ СВЯЗИ 2.2
7;Блок- бокс (Промышленная),
2;Системный блок DELL T3500 в комплекте
10;Корпус 1550 Службы технического надзора
12;Счетчик э/энергии ЕА 05RL3 АСКУЭ
4;Шкаф д/документов 77х37х200/груша
1;Сепаратор продувок маслосодерж.парафина поз.А-509
12;Резервуары металлические Р-15
3;Радиостанция Motorola DP4401Ex 136-174 МГц (MDH56J
7;Открытая насосная пропилена бутилена Т.6023
6;Теплообменник Т-107/2 инв. № 6331
1;Кран ручной г/п 5тн зав.№ 55219
7;КТП . КУ 9 км.
2;Контроллерный блок Draeger Regard 3901
