ag;name
2;НАСОС К 20/30 У3.1 ЭЛ/ДВ 5,5 КВТ 2900
9;Здание корпуса 110
10;Насос ц/б 5ПХ-6К тех.№421/2
7;Блок-бокс электронного оборудования 695
5;"Сооружение ""Арт. скважина с павильоном №3"", в сост"
4;СПЛИТ-СИСТЕМА MIDEA
0;Насос Н-135А
3;Аппарат сварочный Fujikura FSM-80S KIT A
0;ТРУБОРЕЗ REED LCRC12S (03309) ИНВ.№ 9909
10;Оборудование КИП и автоматики
9;Здание пилорамного цеха, 159 м кв
2;Копир Canon NP-6512
11;"Расходомер ""Взлет ЭМ"" ПРОФИ"
3;Стол рабочий Р6013, бук
9;Кабельная эстакада 585 км.
5;Ячейка КРУ корпус 1055
5;Пожарная сигнализация и оповещение людей о пожаре
0;"Хроматограф ""Цвет-500М"" № 308"
10;ЕМКОСТЬ V= 200 КУБ.М
6;Комплектная п/станция КТП-2_1000 к-с 1213
2;Кондиционер DAIKIN FHQ125B, Wохл = 12,2 кВт
11;Автоматический выключатель АВ2М4СВ-55-41 УХЛ 115-0
2;Компьютер IBM PC 300(3_3)(P5D10RU)
6;Пожарный водопровод (титул 12)
8;Резервуар Д-205
6;Головка измерительная Drager Polytron 5310 в компл
10;Насос хим. ХЕ 8/60
4;Система газоаналитическая СГАЭС - ТГ/116 инв. № 71
2;Стойка гидравлическая ТСК-600-5В
4;Коммутатор Cisco WS-C2950-SX-48-S1
2;Газоанализатор Drager X-am 7007
6;Трансформаторная подстанция КТПН 791-2
4;Уровнемер VEGA VEGAFLEX 81 поз.LTX32023
8;ТРУБОПРОВОД
4;Конденсатор Е-621, Е-621
11;Датчик EJA530A-DBS9N-07DE/KS1/D4
3;Насос взрыхл. МФ Х280/29 о/у и п/к №1 поз.ХВО-23-2
9;сооружение: Канализационно-насосная станция №5
3;ТРУБОПРОВОД ОБРАТНОЙ ВОДЫ/ САМОТЕЧНОЙ / ОТ К-1417
2;"Видеокамера ТВК79 ВБ G"" 150м F=3.6-126"
9;Контейнер для распредшкафов
6;Станок сверлильно-настольный ЭМ-102
9;№ 1599 УБЕЖИЩЕ №5
11;Дыхательный аппарат AirGoFix
6;№ 40085 ТАЛЬ РУЧНАЯ ЧЕРВЯЧНАЯ
3;Стол рабочий 150х70х75 оф.41.01 КИПиА
5;Аппарат емкостной 1-100-4,0-З-И-Т ТУ 3615-006-0022
7;КАМЕРА КСО-5
2;"Хроматограф ""Хроматэк Кристалл 5000"" исп1 Вар-4"
4;Титратор Metrohm 888 Titrando 28880210
11;Шкаф-щит
4;Клапан Ду25 Cv6.н/ж Максфло
8;Вертолетная площадка 839
8;Кран шар.F15-46TFM-PT250DN50-PN16-КОФ
7;КАМЕРА КСО-272
0;Сейф №002886
10;Насос-дозатор
6;Здание насосной канализационного блока 4
0;Подстанция ТП-22
2;Концентратомер КН-2м
9;Эстакада от опоры №1242 до опоры №1256 у цеха 2ж
11;Пневмопривод ПЗ-100-16-04.1.1
10;НАСОС 2Х-4Х-2А-2Т с электродвигателем ВАО-62-2,
11;Шкаф собственных нужд 3-ШКН (600*2200*400)
2;Теплообменник Т-112/3
0;Компрессор КД-5
11;Кабельная эстакада
2;Комплект портативного терминала TETRA во взрывозащ
4;"Газоанализатор ""Флюорит-М"""
7;Насосная промстоков т.8118 к-са парекс цеха n22
7;Нежилое здание насосная пожарной воды (титул 08)
4;Задвижка 30с941нж Ф500 Ру16 класс А с ОФ
11;Датчик  давл. EJA530A-DDS4N-07DE/KF2
0;Шкаф для документов Р 7240, бук
8;ТРУБОПРОВОД
8;ФУНДАМЕНТ ПОД ИСПАРИТЕЛЬ ДЛЯ ЁМКОСТИ  НИЗКОГО ДАВЛ
10;НАСОС АК 200 / 150 -40 С ЭЛ. ДВИГАТЕЛЕМ
5;Конденсатор 4-х ходовой Т-314 №520071 К5313
3;Аппарат телефонный взрыв.EXRESISTEL
3;422 БА 60 внеш Тр-д воды на утилизацию с Т462
7;КАМЕРА КСО
9;2-этажное здание компрессорной циркуляционного газ
1;Насос поз. G-930В к-c 1202
7;КОНДЕНСАТОРНАЯ УСТАНОВКА УК-038-220
1;Шкаф сбора данных тех учета 985638
5;202/3 8. Холодильник пропана ГБ 316.34.00 Т-303
10;ХОЛОДИЛЬНИК ОКЕАН
11;"Устройство заготканализ""Комплекс"""
1;Контрольно-измерительная система
8;Градирня 1-Г-754А
9;Эстакады ОГЭ
10;НАСОС 22НДС С ФЛ И ЭЛ. ДВИГАТЕЛЕМ
1;Ноутбук HP 6120s T5670 (1.8Ghz)
5;Комплектное устройство питания УКП-380-У3
3;Спектрофотометр UNICO-1200/1201
2;Титратор кулонометрический DL-32
5;Электродвигатель А4-355LK-4У3 200/1500 6000 В
1;Расходомер DY040-EBLBD2-4D/MV/SCT/KS1/
3;Насос 1ЦГ 12,5/50К-4-5-У2 Н-314Б
9;KOPПУС 1072
4;Источник бесперебойного питания APC Smart-UPS VT
6;Сети ВИК кв.9 (вид сетей К-7)
2;Сушильный шкаф SNOL 67/350 №04879
4;Силовое электрооборудование к компрессору Р-72/1 к
1;"Компьютер dx2300/монитор Samsung 19"""
10;Станок токарно-винторезный
7;ТРАНСФОРМАТОР
4;Пожарная сигнализация корпус 1113 строение 260
9;Эстакада от опоры №662а до опоры №672а возле склад
9;МАТЕРИАЛОПРОВОД ТЕХНОЛОГИЧЕСКОГО ВОЗДУХА
6;Станок токарно-винторез.1М63 5054 №150
9;Корпус 1014 Ремонтный цех
0;Станок FE POWERTOOLS FE 100 RL X
6;Конденсатор Е-3621, Е-3621
7;ТРАНСФОРМАТОР ТСМА 60 / 6
1;Ноутбук HP ProBook 4720s Core I3-330M 2.13 GHz
11;Станок токарнТС-851К62ДГ/010405003/к42/1
10;Шкаф для хранения чертежей М-3М
8;Корпус 1214 насосная станция водооборот.системы
5;Подогреватель рециклового этана Т-216
4;Датчик давления EJA110A-DLS2A-27DC/KS2
1;"Хроматограф газовый ""Хромос ГХ-1000"""
6;Преобразователь Endress+Hauser поз. PITX220E16
5;ШКАФЫ ДЛЯ ХРАНЕНИЯ СПЕЦОДЕЖДЫ
5;ШФО 61307007
5;ТЕПЛООБМЕННИК 273ТНВ F=8КВ.М.
0;Плита электрическая Cryspi ПЭ-47ЖШ-Э
4;Сепаратор мгнитный
10;КОЛОДЦЫ ПОД ПОЖАРНЫЕ ГИДРАНТЫ С АРМАТУРОЙ
7;Сепаратор приемный С-102
10;СТАНОК РАДИАЛЬНО-СВЕРЛИЛЬНЫЙ
0;Насос Х 20/31с эл.двиг4А100 5.5кВт Н-121
10;Градирня одна вентиляторная 400м кор.73
1;Устройство модульное МС 200.000-27
11;Трансформатор напряжения емкостной СРВ123
2;ДАТЧИК EJX530A-EBS7N-017DN/KS21/N4/QR
2;"Монитор 19"" HP L1906"
4;Отсечная трубопровод. арматура 35-35222 DN 50 PN 4
11;Стол лабораторный С13Н
0;теплообменник 800 ткв -16
1;Клапан Vetec 82.7,DN50,PN40 (HV1411)
6;Сигнализатор 1-кан.  Щит-2-7 с ДТХ/01030
3;Насос поз.G-534В КРКЕ-I 100-250
11;Эл.двигатель А-101
2;Электроплита ЭП 4П 4-х комфорочная без духовки
6;Токарно-винторезный станок TOV-440 №7
9;Корпус 407 теплопункт
5;Станция катодной защиты 203
1;Терминал Xerox YSoft SafeQ ASK 725154
5;Железнодорожный путь № 13 ( сортировочный)
7;ШКАФ СИЛОВОЙ СП- 62- 9
7;Путь железнодорожный №31 погрузо-выгрузочный 269м
8;Сепаратор-фильтр С101/1 50 м3 /НОиО/
0;Сигнализатор 1 канц.щит-2-7 с ДТХ-127/01
7;Соединительный ж/д путь № 9
11;Датчик  давл. EJA530A-DBS4N-07DE/KF2
10;Прессформа (ЛОУ)
6;Трансформаторная подстанция КТПН 754-1
4;Задвижка ст. ф200 РУ16 VALVOSIDER FIG1200
1;емкость поз. F- 1520А к-с 1204 Б
11;Насос коагулянта
0;Ящик для ветоши
10;Компрессор тип 305-гп с эл.двиг.
6;Хозяйственно-питьевой водопровод (титул 8111в)
9;Аппарат ВЭЭ 1-1-1,0-0,6 Е-360
5;Железнодорожный путь № 10 (сортировочный путь)
4;Датчик избыточного давления EJA530A-DАS4N-07DE/KS2
2;ПРЕОБР.ДАВЛ.CERABAR PMC51-BA21JA1PDJCZJA
0;Насос ц/б с моном. Р 5613 I G-801
3;Вагон-дом
0;Секторный питатель РД-132
3;Задвижка 30с 41нж Ду250  Ру16 с ОФ
5;Фильтр тонкой очистки FL-101 A черт. КЦ 71.109.00.
5;Котел паровой БКЗ 75-39 ГМА N 6 зав.№ 101
3;ЭЛЕКТРОСЧЁТЧИК С КОДОВЫМ ВЫХОДОМ СЭТ-4ТМ.02-13+ККС
11;Бункер 2-Е-425 для предварительной сушки
0;Насос ц/б G-809S
8;Кран шар. F15-46TFM-PT200DN32-PN16-КО
1;Сервер Lenovo ThinkSystem 7X04A04BEA (322440)
4;Уровнемер ЦДУ 01-23-058 поз.4401
1;Компьютер HP DC7600 2М Р4 3,0 с монитором
7;"УПГ № 1 Действующая установка НТК ""Техническое пер"
5;Система АПС и СОУЭ корп.345А
5;Система электроснабж.каб. системы к.1139
5;Аппарат Воздушного Охлаждения Т-105/2
1;"Монитор 0,20 17"" Samsung 753 DFX"
0;Шкаф металлический 3 шт.
4;Теплообменник Т-108 зак 2422
0;Таль ручная Р-403
4;Мерник 28/1
11;Грейдер Д3-180  ЕО 0046
2;Хроматографический комплекс «КристалЛюкс 4000М» дл
3;ТРУБОПРОВОД ПО ЭСТАКАДЕ З-ДА ОТ Ц. 2 ПР.
7;Дизельная электростанция
11;Стол-подставка
2;Монитор LG Flatron F700P
2;Системный блок Intel Pentium 4 3.2GHz/800MHzЭП-300
3;Газоанализатор  RAE-Guard PID FGM-1002  на бензол
3;Система измерений количества сырого низконапорного
6;Емкость Е-7
6;Клапан Masoneilan 88-21714 Ду50 Ру40 IV Cv30 НЗ WC
3;ТР/ПРОВОД УСЛОВНО-ЧИСТОЙ КАНАЛИЗАЦИИ СТ.ФУТЛЯРЫ
6;Кран подвесной ручной КПР-3,2-5,1-4,5. Блок новых
7;ЩИТ РАСПРЕДЕЛИТЕЛЬНЫЙ 0.23КВ. П / СТ.4
0;Ленточный конв. Q=1400 м/ч Т-135
1;Хроматограф поточный анализа сжиженного газа-сырья
5;Светильник РСП-38-250
4;ВЫКЛ.АВТ.АB2М15НВ-53-43-УХЛЗ1200АВЫД.Э/М
4;ШКАФ УПРАВЛЕНИЯ В3
9;Т-100 Емкостный парк растворителей
8;Вертолетная площадка 583 км.
1;Автоматизированный комплекс SAP
0;Лестница стремянка 6 ступ
0;"Вентилятор бытовой ""Скарлет SC-172"""
11;Щит шкафной Щш 1
5;Машина Смита BODY SOLID SSM 350G
10;Межцех. технолог. и тепловые коммун-ии Э
3;Электронасос ЭЦВ 10-65-110
4;Затвор поворотный ф=200 PN16 с эл.приводом
6;Радиально-сверлильный станок 2К522
5;Внутриплощадочные сети промканализации
3;ТРУБОПРОВОД ОБОРОТНОГО ВОДОСНАБЖЕНИЯ ПЕРЕМЫЧКА
2;Агрегат электронасосный мод.1К100-80-160 с эл.
2;Станок токарно-винтовой МК 6058МГ зд.1014 пролет 9
0;Прибор ВПХР инв. № 7084
10;НАСОС АХЕ-65-40 №40416
9;Гараж под теплую стоянку автотранспорта
1;Комплекс прогр-технич.для реализации функции АРС (
8;Эстакада ТГМП к складу ЛВЖ
6;МТ 100Р 11033-11-У2 (-50+80)-0,5-40kg/cm2-42-Н1
3;Кондиционер DeLonghi
2;Рация PD715Ex с/н 18607А0178 +выносной микрофон
2;Теплообменник Т-327
3;ТРУБОПРОВОД ТЕПЛОСНАБЖЕНИЯ -ВОДА ОБРАТНАЯ ОТ
8;Бункер 2550 (3 шт.)
11;Сигнализатор Щит 2-13
8;"Установка мобильная УКТП ""Пурга-10"" ТУ 4854-006-52"
3;Манометр б/разд, PG-129A
0;Станок сверлильный ZJ 4125
3;Ротаметр 5к6948 XL-200 (311062), FG-1482
1;КОММУТАТОР CATALYST 2960 24 10/100/1000
10;НАСОС  ТЕХН.№ 145 б/1
11;Шкаф вытяжной без подвода воды 1500х720х2200 НС БМ
7;ОВД поз.А-401
5;Емкость горизонтальная 1-100-2,5-3-И СТО 3615-072-
2;Принтер EBS - 1500
9;Эстакада от опоры №985 до опоры №1002 от цеха №1а
9;Вертолетная площадка 38 км
11;Пресс ручной гидравлический
8;Склад ЛВЖ и ГЖ реаг-го хоз-ва
10;Клапан 6 in V300B DVC6020 поз.1194-2
0;Охладительная установка Р-30
7;Гараж для снегохода 775
4;Клапан регулирующий клеточный 15 0.4 РК
5;ЩИТ ОЩВ-12
10;Насос центробежный №50 тип АХ45/31 с эл.двиг.
2;Принтер HP Designjet T7100 (CQ105A)
11;ТРАНСФОРМАТОРЫ ТМЗ1000/10
8;Сооружение к,740 1-4
8;корпус1220а-мастерская
10;CETИ ГPУHTОВОГО ВОДОЗАБОРА
4;ВЫКЛ. ВАК. BB/TEL-10-20/1000 У2-047
1;Газоанализатор портативный ПГ-414/LEL(01)/02/СО
8;Бак загрязнённого конденсата № 2 с обвязкой, к\о
8;Узел нагрева теплоносителя
11;Таль ручная рычажная Yale D95 г/п-3 тн
11;Сборник масла №5 Е-702
9;Здание насосной выс.давления к.346
0;Пульт громкой связи DIS (24 кл)
3;КЛАПАН РУСТ 310-1У
9;Корпус 1068 Промежуточный склад перекисей
11;Стойка-кросс КИП С22 П-001/3,7
2;Радиостанция Motorola DP4401Ex SN:627TUR1245
0;Кресло СН-689
10;ПРОТИВОПОЖАРНЫЙ ПОДЗЕМНЫЙ Ж\Б РЕЗЕРВУАР
2;Шкаф вытяжной с подводом воды и газовым краном РНС
2;Газоанализатор стационарный на оксид углерода К-10
10;НАСОС ХИМИЧЕСКИЙ ХОЕ 90/ 85
8;Узел нагрева теплоносителя
10;КОНТЕЙНЕР ДЛЯ ТИБА ТЕХН.№ 512
1;Проектор Epson EB-X31 (V11H720040)
6;ОРУ 220 КВ(АТ-1 АТ-2)
11;Электродвигатель 4 АМ 250С2 75 квт
8;Адсорбер К-201/2 /НОиО/ для газа
7;Стрелка №35 примыкания Р-43 марка 1/9 новая
0;Ленточный конв. Q=600-650 м/ч Т-165
5;Стеллаж палетный спаренный
5;Станок фуговальный УБДН-1
9;Сосуд-Емкость Е-20 V-200м3
2;Расходомер  Promass 83F80-AD2SAA41AEASZ1
4;Прибор Сапфир 22Ду-Ех-2620-02-У2-1-1м
2;Спектрофотометр UNICO 2804
4;Расходомер электр.интегр.исп ADAMAG AXF02
0;Сети ВИК склада ЛВЖ (вид сетей К-2, К-1, К-7)
10;Трансформаторная подстанция N 34
5;Комплект для отбора проб сжиженного газа  Swagelok
10;Барометрический ящик №59
2;ДАТЧИК EJX438A-EASCG-919DB-WD22B2SW00
10;НАСОС
1;СИСТЕМА    АИИС КУЭ
9;Здание  у проходной №2
6;Блок-контейнер РЛТ-ПКУ-ТМ КУ № 21 продуктопровода
8;ФУНДАМЕНТ ПОД ИСПАРИТЕЛЬ СБРОСНОЙ 427А
6;Воздухосборник Е-16/1 (титул 12)
0;Тумба Р 6520, бук
8;КОРПУС 1210ремонтно-механич. мастерская
9;ЗДАНИЕ ПОДСТАНЦИИ № 24 -П -ОТДЕЛЬНО
9;Емкость V=0.0037 м3, ст12Х18Н10Т поз. Е-4/2 (реакт
5;Отстойник Е-53
10;НАСОС 4К-6 С ЭЛЕКТРОДВИГАТЕЛЕМ А-281-2 55 кВт
8;Парк хранения щелочных растворов (тит.8133 а)
1;Маршрутизатор CISCO 2911-V/K9
4;Затвор ВА99001 с эл.приводом Ду800 Ру 10
7;Железнодорожный путь № 36
1;АРМ Блок Lenovo ThinkCentre M710q (514615)
4;Отстойник ВКЭ 1-1,5-0,6 поз.40 зав.№ 51353 к.437
9;ТЕХНОЛОГИЧЕСКИЙ ГАЗОПРОВОД ВЫСОКОГО ДАВЛЕНИЯ
0;Сигнализатор 1-кан.  Щит-2-7 с ДТХ/01030
11;Расходомер Yokogawa digitalYEWFLO DY100-EBLBD2-2D/
9;Сосуд-Емкость Е-3 V-200м3
10;ТЕРМОСТАТ
7;КАМЕРА КСО -24 М
4;Датчик давления EJA115A-DLS200А-27DС/KS2
1;Насос 8к-18 к-с 1213
9;Здание заводоуправления с подвалом 4-х этажное
4;Вентиляционная система АВ-1
8;Резервуар Д-205
8;Бункер 2560
1;Корректор массы КМ-7573 М в компл.
10;ПОТЕНЦИОМЕТР КСП-4 И 50МВ
9;№ 106 ЗДАНИЕ ОКОЛО ЦЕХА 89
5;Погружная система аэрации NWT в комплекте(AG3001B)
3;"Испытательное усторойство ""Ретом 11"" зав.№ 1667"
11;Трансформатор тмз ( № 2016)
7;Аппарат воздушного охлаждения 13АЕ-1/2 с системой
10;НАСОС ЧНК 5Х1 С ЭЛ. ДВИГАТ.техн. №8/1
3;"Стул ""Форма"""
4;Выключатель вакуумный ВБЭМ-10-20/1000
5;Автодорога АТУ (цех 47 ЗБС)
2;"Логотип ""СИБУРТЮМЕНЬГАЗ"" 996х1550 мм, RAL 5021/901"
1;"Комплекс хроматографический ""ГХ-1000"""
4;датчик Метран-100-Ех-ДИ-1150-02-МП1-t10
4;Воздуходувка воздуха для горения, взрывозащищенная
0;Устройство вырубное Zwick для образцов
0;Стационарная антена 146-174 МГц ТС-160D1-3
0;Насос НК 210/80Г
2;Газоанализатор АНКАТ-7664Микро-39 294959
3;Ствол лафетный ЛС-С40У
11;Земельный участок пл.478 799 кв.м
11;Бак мембранный расширительный Refetx G 1000/740(75
5;Ультрафильтрационная установка
4;ЩИТ IEK ЩРН-48З-0 74 У2(MKM11-N-48-54-Z)
5;МАЧТА ОСВЕЩЕНИЯ ИНВ.№ Ю9877
7;КАМЕРА КСО
3;Фильтр для очистки воды
3;ЗАДВИЖКА 30С41НЖ ДУ300 РУ16
7;КАМЕРА КСО -2У М
5;Паропроводы. ТКС.
11;Корпус боковой фильтрации тит.86
11;Щит станции управления 6-секционный ЩСУ к.374а
5;Сепаратор С-301/2 инв. № 60028
10;Хроматограф ЛХМ-8МД мод.-1
0;Дрель ударная
8;Рессивер инертного газа
6;Емкость Е-106/2/40м3 /НОиО/
10;Аппарат закалочно-испарительный ЗИА-III/5
8;корпус 1241-а-склад
1;Ноутбук Lenovo ThinkPad X270 (20K5S3КМ00)
11;Устройство сбора данных УСД Е433м2 АСКУЭ
2;НАСОСХ65-50-160-Е-5У2 ЭЛ/ДВ7,5КВТ2900
6;Головка измерительная Drager Polytron 5310 в компл
5;Машина мешкозашивочная Т33ЕМ
4;Датчик перепада давления EJA110A-DMS2A-27DC/KS2
4;Резервуар V-380, V-380
3;Шкаф ХРОМОС ХАС 2.02.000 1925х800х2100 мм
8;ТРУБОПРОВОД
6;Цементовоз N 59082091
7;КАМЕРА С ВЫКЛЮЧАТ. ВМГ-113, РАЗЪЕДИН. РВ-6,
4;преобразователь ЭП 2211
4;Станок точильно-шлифовальный ТШ-3х20
4;Шкаф холодильный Премьер 0,7 М (ИВ) (-6...0)
9;Проходная (корпус 420)
0;Стол
10;НАСОС ТЕХНОЛОГ.№ 120/6
4;Станция управления EXY-83347, Силовое электрообору
8;Кран шар. F15-46TFM-PT200DN32-PN16-КО
5;Теплообменный аппарат Т-501 МАУ-3
9;ЭСТАКАДА ОПОРЫ МЕТАЛ. ДО 17Ц
6;Ячейки КРУ-2ВК-12
5;Комплект для отбора проб сжиженного газа  Swagelok
3;Мясорубка МИМ 300
2;трансформатор поз EБ-Н
10;Оборудование КИП
6;Вальцы №424
2;Погрузчик дизельный вилочный Dalian CPCD30FB
6;Сети связи(титул12)
4;Автобус МАЗ-104 М 061 УК
6;Панель РЗА
8;Сепаратор С-1/3 237м3 /НОиО/
7;КОНДЕНСАТОРНАЯ УСТАНОВКА
11;Эл. двигатель АИМ Р180М6У21Б 40квт/3000о
5;Охранная  сигнализация к.315
1;Емкость Е-65/1
9;Здание заводоуправления с подвалом 4-х этажное
7;ЩИТ СИЛОВОЙ  №2 СОСТОЯЩИЙ ИЗ 10 ПАНЕЛЕЙ
3;Сигнализатор уровня ИСУ 100АИ-Е25АИ-5,0С
6;Кон. проп. вх-401/1 инв. № 6127
6;Бак V=8m3
1;Агрегат эл/нас  2/3  НКА 1005031537 679324
6;трансформатор ТПЛ-10М-0.5/10Р-200/5
2;Датчик EJX530A-EBS7N-019DN/CS1/N4/QR
1;Компьютер Core 2Duo E7300/2_1GB DDR2/2_160GB с мон
9;ЗДАНИЕ ДК-1(ПОЛИМЕРИЗАЦИИ)ПР-ВА ИНВ.№188 ДИВИНИЛЬН
8;КОЛЛЕКТОР ХИМ.ЗАГРЯЗНЕННЫХ СТОКОВ ОТ КОЛОДЦА
4;датчик Метран-100-Ех-ДГ-1544+(плюс)-02-М
2;"Стенд ""Галерея почета"" 4200х2850х550 мм"
2;Теплообменник Т-44/2
0;Подстанция ТП-22
10;СТАНОК ГОРИЗ.ФРЕЗ.
1;Емкость Е-159/2
0;Сапфир - 22ДД зав.N 62851
11;Насос перекачки этилбензола Н58/2
8;Промливневая канализация (титул 12,титул 27)
10;СТОЛ ДЛЯ ВЕСОВ ДЕРЕВЯННЫЙ
7;Операторная взрывозащищенного исполнения для произ
1;Панель ж/к LG 47 47LV35A
9;Корпус 433 Здание д/энергетического оборудования
6;"КТП КУ № 18 продуктопровода ""ЮБГНС-ТНХ"", этап 1"
1;Терминал Xerox YSoft SafeQ ASK 725154
6;"КТП КУ № 14. Продуктопровод ""ЮБ ГНС-ТНХ"" этап 2"
2;Датчик EJX110A-EMSWG-919DD/N4/QR
9;ЦЕХ44 СКЛАД МЕТАЛЛОВ
4;ШКАФ СИГНАЛИЗАЦИИ ШС
3;НАСОС VIKING R4323A
0;Хим . оборудование/аппарат 201-123-001/В-1
3;тумба выкатная к.1001 каб.606
1;Пресс-форма 18-и местная ф16.2мм h=10м
7;Контейнер/безвозмездно ф. Сермет/
4;Задвижка 30с915нж (ГА 12013-100) A Ду100 Ру40 У1 с
8;Модуль пожаротушения МПТХ 65-100-50 ЭМ
6;Клапан Masoneilan 88-21114-A Ду25 Ру320 V Cv10 НЗ
3;Полка для папок
2;Концентратомер КН-2м
9;Корпус 3006 Противопожарная насосная станция
5;Кристаллизатор Е-6013 V-1, Е-6013 V-1
3;Алкометр Лайен Алкоблоу
2;Лабораторный автотрансформатор АОСН-2-220
9;Здание  у проходной №2
2;Теплообменник Т-70
6;Кран консольный 571 д=0.5т
4;Преобразователь EJA110A-DMS2A-67DC/KS2/D4
1;Ноутбук HP EliteBook 2570p
6;Датчик уровня цифровой буйковый 12323-058 поз.LT24
10;ПРИБОР ОРЩЛ 502-14
9;Эстакада от опоры №1835 до опоры №1852, протяж.
6;Клапан Masoneilan Camflex 35-35222 Ду80 Ру40 A Cv1
0;Теплообменник Е-202
10;Преобразователь Ш-711/1П
3;АППАРАТ ВОЗДУШНОГО ОХЛАЖДЕНИЯ
2;Комплект стационарного (настольного) терминала TET
4;Подогреватель пароводяной 2-х ходовой ф630 L=3152
8;Здание мастерской
7;Газопровод от камеры ОУ на ПК-539 до УДС
7;Сейф BSD-1000
11;Система сухой откачки с насосом ВОС DP/DPS400
1;Устройство многофункциональное HP LaserJet 2727 nf
9;Передвижной вагончик №438
4;ВЕНТИЛЯТОР FUK-6000/SP ЭЛ/ДВ 4,0 КВТ 2850 ОБ/МИН Т
8;ТРУБОПРОВОД ЛИВНЕВОЙ КАНАЛИЗАЦИИ
5;Светильник РСП-38-250
4;Кран КШФ ДУ200 РУ16 нж
0;Газодувка роторная GMB-14.9 Р-149
1;Коммутатор Catalyst 2960
7;КАМЕРА
7;Аппарат воздушного охлаждения 13АЕ-2/1 с системой
4;прибор ТНС-П2-400.00 кгс/м.кв.
9;Вагон-дом (лабораторно-бытовой корпус) Холмогорска
10;НАСОС НК 560/335-120 № 70/2
6;Поперечно-строгательный станок 7310Д 993
4;ВЫКЛ.АВТ АВ2М10Н-53-41 УХЛ3, 800А СТАЦ,
10;ПРЕСС
10;"ХОЛОДИЛЬНИК "" ОКЕАН"""
3;Система видеоконференцсвязи Polycom RealPresence G
2;Радиотелефон Panasonic KX-TCD 215
7;Гараж для снегохода 831
11;Емкость  Е-1-2
11;Панель 3ак-62274
5;Подогреватель Т-10/1
2;ДАТЧИК EJX110A-ELS5G-717DD/KS21/N4/QR
1;Тепловизор FLIR E5 63905-0501
1;Комплекс прогр-технич.для реализации функции АРС (
6;Тротуар от автостоянки до ПЧ-31
3;Стул ВИСИ неро (черн)
2;Печь муфельная СНОЛ-6,7/1300 с электронным
0;Насос Н-102А
8;Эстакада
2;Радиостанция Motorola DP4801Ex SN:627TUK1029
8;Пожарное депо на 4 автомобиля
1;Ноутбук Lenovo ThinkPad X280 20KES4WS00)+Dock 90W
9;Резервуар Р-8 V-200м3 к.701
2;Копировальный аппарат Xerox CopyCentre C123D
7;Шкаф для инструмента чер. 93.764.00.00 СБ
3;Хоз.противопожарный водопровод (вид сетей В-1)
7;Маг.напор. г/д Вынгаяхинская КС-Вынгапуровская КС
1;Тренажерный комплекс для обучения технологического
1;Комплекс программно-аппаратный S-terra (G-1000-D-4
11;Мост КСМ-4+50
5;Железнодорожный путь № 21 (путь промывки цистерн)
3;"Стул ""Форма"""
2;Анализатор жидкости кондуктом.АЖК 3101,4
10;Вышка сторожевая, деревянная
7;Шкаф металлический для рабочей одежды
8;ХИМЗАГРЯЗНЕННАЯ КАНАЛИЗАЦИЯ ОТ ГРАДИРНИ 7
4;Задвижка 30с915нж (ГА 12013-200) A Ду200 Ру40 У1 с
2;Компьютерный тренажерный комплекс АСУ ТП
11;Осушитель этан.этилен.фракц.К-18
11;Шкаф сушильный для спецодежды и обуви DION PRO
4;Электроколорифер 30 кВт
11;Щит Щ1(ПБС-1264-ЭМ2.ТДА1)60009
1;Комплекс программно-аппаратный S-terra (G-1000-D-4
2;Прибор МТ 100Р
7;ТРАНСФОРМАТОР СИЛОВОЙ
9;Корпус 404 Здание компрессорной S=5915.3 кв
3;Элемент фильтрующий ЭФП-Р-152х1016-40 ТУ 3689-002-
0;Стеллаж МС-265
2;Инженерная система XEROX 6604/6605
8;Объект 3007 Резервуар запаса воды
0;МАШИНА ШЛИФОВАЛЬНАЯ ЭЛЕКТРИЧЕСКАЯ
8;ТРУБОПРОВОД
7;Склад
2;Аппарат дробеструйный Straaltechniek International
9;ЗДАНИЕ П / СТ. №14
2;СТОЯК СЛИВО-НАЛИВНОЙ АСН
0;Ленточн конвейер Q=600-650 м/ч Т-129
4;Головка газоизмерительная Polytron 2IR в компл.
8;Бак частично-обессоленной воды №1 с обвязкой о\у
2;Датчик EJX530A-EBS7N-019DN/CS1/N4/QR
4;Контактная емкость D=3000ммV=29v P=0.6МПа
0;Линия 65/1,Б-65/1,А-65/1 Сдувки этилена на
0;Подъемник S-705
1;Модуль Cisco NME-RVPN
2;НАСОС К 20/30 У3.1 ЭЛ/ДВ 5,5 КВТ 2900
5;Механизм фланцегибочный СТД-94
5;Шумоизолирующая кабина зав.N 4337 к.1084
4;Датчик перепада давления EJA110A-DMS2A-27DC/KS2
4;Барьер искробезопасности на К-407 D325DC
9;Наружная установка ПЭУ южная сторона цеха
6;Блок-бокс электронного оборудования 588
7;КАМЕРА ОТХОДЯЩЕЙ ЛИНИИ КСО-23М.
0;Резервуар заполнения Д-209
1;Клапан Vetec82.7,DN25,PN40 (XV1031)
10;ПРИБОР Щ-1516
6;Емкость Е-155
3;ЭЛЕКТРОДВИГАТЕЛЬ КО- 31- 4
11;Разъединитель типа SGF 123nll-100УХЛ1+Е/МТ50/HA
6;Кран мостовой ручной грузоподъемность - 2 тн (605/
